"uuid";"link";"number";"roadName";"km";"endKm";"latitude";"longitude";"occurrenceType";"length";"width";"height";"lane";"track";"branch";"kmReference";"direction";"occurrenceKind";"status";"approvalStep";"createdBy";"updatedBy";"firm";"subcompany";"job";"createdAt";"foundAt";"updatedAt";"executedAt";"notes";"dueAt";"price";"construction";"idInventory";"tipoPelicula1";"campanhaMonitoracao";"corPelicula1";"resultadoPelicula1";"estacao10faixaSinalizacaoEstacao1";"estacao10corFaixaEstacao1";"estacao10resultadoEstacao1";"estacao11faixaSinalizacaoEstacao1";"estacao11corFaixaEstacao1";"estacao11resultadoEstacao1";"estacao12faixaSinalizacaoEstacao1";"estacao12corFaixaEstacao1";"estacao12resultadoEstacao1";"estacao13faixaSinalizacaoEstacao1";"estacao13corFaixaEstacao1";"estacao13resultadoEstacao1";"estacao14faixaSinalizacaoEstacao1";"estacao14corFaixaEstacao1";"estacao14resultadoEstacao1";"estacao15faixaSinalizacaoEstacao1";"estacao15corFaixaEstacao1";"estacao15resultadoEstacao1";"estacao16faixaSinalizacaoEstacao1";"estacao16corFaixaEstacao1";"estacao16resultadoEstacao1";"estacao17faixaSinalizacaoEstacao1";"estacao17corFaixaEstacao1";"estacao17resultadoEstacao1";"estacao18faixaSinalizacaoEstacao1";"estacao18corFaixaEstacao1";"estacao18resultadoEstacao1";"estacao19faixaSinalizacaoEstacao1";"estacao19corFaixaEstacao1";"estacao19resultadoEstacao1";"estacao110faixaSinalizacaoEstacao1";"estacao110corFaixaEstacao1";"estacao110resultadoEstacao1";"estacao111faixaSinalizacaoEstacao1";"estacao111corFaixaEstacao1";"estacao111resultadoEstacao1";"bordoDireitoMedia";"bordoEsquerdoMedia";"eixoMedia";"eixo2Media";"eixo3Media";"eixo4Media";"resultadoGeralLongitudinal";"mediaEscamas";"mediaLinhas";"resultadoEscamas";"resultadoLinhas";"resuladoGeralZebrado";"bordo";"resultadoGeralDispositivos";"resultadoMarcasViarias";"tipoSinHorizontal";"dispositivoEntrada";"dispositivoSaida";"elementoRefletivoBarreiraNj";"exposedArmour";"desagregation";"refletoresBarreiraNj";"corrosao";"alignment";"fixacao";"parafuso";"mediaPelicula2";"mediaPelicula3";"mediaPelicula4";"resultadoPelicula2";"resultadoPelicula3";"resultadoPelicula4";"mediaMarcasViarias";"media1";"media2";"resultado1";"resultado2";"area";"estadoChapa";"estadoSuporte";"tipoInspecao";"condicaoMesoestrutura";"condicaoInfraestrutura";"estadoGeralConservacaoDren";"atendimentoNormasAbnt";"quantidadePostesDefeito";"energiaNorma";"spdaNorma";"atendimentoPadAceExNbr";"situacaoAcesso";"faixaOcupada";"situacaoOcupacao";"areaFaixaDominioOcupada";"areaFaixaNaoEdificavelOcupada";"desnivel";"condicoesGerais";"extensaoContencao";"alturaContencao";"condicaoDrenagemSuperficial";"condicaoDrenagemSubterranea";"presencaAgua";"nivelRisco";"riscoOutrosElementosAlemRodovia";"ok";"estadoConservacaoMontante";"estadoConservacaoJusante";"okMontante";"okJusante";"oaeNumero";"nomeOae";"condicoesEstabilidadeGeral";"condicoesConservacaoGeral";"nivelVibracaoTabuleiroGeral";"notaTecnicaGeral";"notaTecnicaLaje";"notaTecnicaVigPrincipal";"notaTecnicaMesoestrutura";"notaTecnicaInfraestrutura";"notaTecnicaPistaAcesso";"guardaCopoParametros";"drenagemLimpezaParametros";"placaGabaritoVerParametros";"juntasDilatacaoParametros";"aparelhosApoioParametros";"acoesSeremTomadasParametros";"generalState";"alturaCondicao";"trincasCondicao";"refletoresCondicao";"ferrugemCondicao";"amassadosCondicao";"resultadoGeralPeliculas";"dZero";"iri";"atr";"tr";"igg";"hs";"vrd";"degrau";"icpMedio";"defeitosSeveridade0None";"defeitosSeveridade1None";"defeitosSeveridade2None";"defeitosSeveridade3None";"defeitosSeveridade4None";"mediaPelicula1";"identificacao";"tipoIts";"amount";"modeloTunel";"pavimentacaoTunel";"tipoDrenagemInterna";"tipoDrenagemExterna";"tipoIluminacao";"tipoPoste";"quantidadeLuminarias";"quantidadeLampadas";"quantidadePostes";"descricaoEdificacao";"descricaoInstalacaoEletrica";"tipoEdificacao";"areaEdificada";"tipoConstrucao";"tipoAcesso";"superficieAcesso";"tipoOcupacao";"tipoConstrucaoOcupacao";"acostamento";"numeroFaixas";"faixaSeguranca";"larguraMarginal";"calcadas";"cercaExistente";"tipoVegetacao";"inclinacao";"tipoTerraplano";"tipoRelevo";"tipoContencao";"drenagemSuperficial";"drenagemSubterranea";"tipoDrenagem";"tipoBueiro";"dimensoesMontante";"materialMontante";"dimensoesJusante";"materialJusante";"tipoEstrutura";"tipoEps";"tipoSinalizacaoVertical";"materialChapa";"diametro";"areaRetangular";"areaTriangular";"areaCircular";"materialSuporte";"tipoZebrado";"areaZebrado";"tipoMarcaViaria";"areaMarca";"relationships.job.data.id";"medicaoSpda";"minimoMarcasViarias";"colorMarcaViaria";"drainageStatus";"nomeRazaoSocial";"revestimento";"color";"estadoGeralConservacao"
"0018c13b-ca91-4799-8dfe-4e6b8109290e";"https://app.kartado.com.br/#/SharedLink/Reporting/0018c13b-ca91-4799-8dfe-4e6b8109290e/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.70095";"BR-116/RJ";"49.059";"49.059";"-22.17520697";"-42.84547476";"Monitoração de Sinalização Vertical";"";"0.15";"1.2";"Não se aplica";"";"";"";"Sul";"Monitoração";"Executado";"Compartilhado com ANTT";"Luiza Franco Suporte";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-17T17:01";"2022-09-17T17:01";"2025-11-05T23:37";"2022-09-17T17:01";"";"";"0";"";"837edd4e-0847-46f4-a4e2-c4c30bb445b1";"X";"Monitoração 0 (Inicial)";"11";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"";"";"";"Bom";"Bom";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"742";"SV 116 RJ 049+059 S 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aço";"";"";"0.09";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"0019369a-d8f1-4909-ae67-14ae494bae3d";"https://app.kartado.com.br/#/SharedLink/Reporting/0019369a-d8f1-4909-ae67-14ae494bae3d/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.65385";"BR-465/RJ";"2.292";"2.292";"-22.72648996";"-43.71951018";"Monitoração de Sinalização Vertical";"";"";"";"Não se aplica";"";"";"";"Oeste";"Monitoração";"Executado";"Compartilhado com ANTT";"Luiza Franco Suporte";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-17T16:59";"2022-09-17T16:59";"2025-11-05T23:37";"2022-09-17T16:59";"";"";"0";"";"7e03ea99-f4df-4b33-acba-7994bb61309f";"I";"Monitoração 0 (Inicial)";"Vermelha";"Reprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"342.8";"0";"0";"Aprovado";"";"";"";"";"";"";"";"";"Bom";"Bom";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Reprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2.72";"SV 465 RJ 002+292 O 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aço";"1";"";"";"0.785";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"001939c0-8d25-4d90-9895-3a65bd865c01";"https://app.kartado.com.br/#/SharedLink/Reporting/001939c0-8d25-4d90-9895-3a65bd865c01/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.80871";"BR-116/MG";"543.615";"543.615";"-19.922691991490264";"-42.131367779353646";"Monitoração de Sinalização Vertical";"";"0.5";"0.6";"Não se aplica";"";"";"";"Sul";"Monitoração";"Executado";"Compartilhado com ANTT";"Lucas Pereira Luiz";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-17T18:28";"2023-09-17T18:28";"2025-11-05T23:37";"2023-09-17T18:28";"Arquivo: SV - BR-116-MG - SUL | Descrição: M.A.";"";"0";"";"a8a9cd29-b714-4a39-a427-c5e231c35320";"X";"Monitoração 1";"Amarela";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"";"";"0.3";"Bom";"Bom";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"918.4";"SV 116 MG 543+615 S 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Dispositivos Auxiliares";"ACM";"";"";"";"";"Madeira";"";"";"";"";"";"";"";"";"";"";"";"";""
"001948be-3814-4cc3-85a8-2c027ad6827b";"https://app.kartado.com.br/#/SharedLink/Reporting/001948be-3814-4cc3-85a8-2c027ad6827b/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.24385";"BR-116/MG";"524.05";"524.05";"-19.76408786";"-42.13210601";"Monitoração de Edificações e Instalações Operacionais";"";"";"";"Não se aplica";"";"";"";"Sul";"Monitoração";"Executado";"Compartilhado com ANTT";"Luan Poletti";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-14T08:27";"2024-09-14T08:27";"2025-11-05T23:37";"2024-09-14T08:27";"";"";"0";"";"1c825c87-cf74-4499-b747-f9630fce4292";"";"Monitoração 2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"EDF 116 MG 524+050 S 1";"";"";"";"";"";"";"";"";"";"";"";"Polícia Rodoviária Federal - PRF. Edificação térrea com fechamento vertical em alvenaria e garagem coberta com telha cerâmica destinada aos veículos oficiais.";"";"Praças de Pedágio: Fixa";"272";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Regular"
"001bc25b-d6c4-491b-bafa-418577c74e06";"https://app.kartado.com.br/#/SharedLink/Reporting/001bc25b-d6c4-491b-bafa-418577c74e06/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.106569";"BR-116/RJ-(DUTRA)";"195.15";"195.15";"-22.73578601";"-43.54789812";"Monitoração de Sinalização Horizontal - Marcas Viárias";"3";"0.3";"";"Não se aplica";"";"";"";"Sul";"Monitoração";"Executado";"Compartilhado com ANTT";"Lucas Pereira Luiz";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-18T14:53";"2025-09-18T14:53";"2025-11-05T23:37";"2023-09-18T14:53";"Sinalização: LEV";"";"0";"";"9841f803-67aa-46b9-8d76-86fd68d58863";"";"Monitoração 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"120.33";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SH 116 RJ 195+150 S 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"";"";"";"";"";""
"001bdee5-a4ef-4816-98ee-8e968eb40a01";"https://app.kartado.com.br/#/SharedLink/Reporting/001bdee5-a4ef-4816-98ee-8e968eb40a01/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.01682";"BR-116/RJ-(DUTRA)";"174.05";"174.157";"-22.79476605";"-43.36308489";"Monitoração de EPS - Barreiras Rígidas";"107";"";"0.75";"Expressa";"";"";"";"Sul";"Monitoração";"Executado";"Compartilhado com ANTT";"Luan Poletti";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-06T17:52";"2024-09-06T17:52";"2026-01-08T23:23";"2024-09-06T17:52";"BARREIRA DE CONCRETO - BR-116-RJ-(DUTRA)";"";"0";"";"bfcb5498-4865-4da9-acb4-06bc05827da5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"true";"";"";"1";"";"";"false";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"Não atendido";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"BC 116 RJ 174+050 S 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"001c648a-44c7-4166-9eac-74249015f2a6";"https://app.kartado.com.br/#/SharedLink/Reporting/001c648a-44c7-4166-9eac-74249015f2a6/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.64851";"BR-116/RJ";"129.892";"129.892";"-22.66214484";"-43.11648811";"Monitoração de Sinalização Vertical";"";"0.5";"0.6";"Não se aplica";"";"";"";"Norte";"Monitoração";"Executado";"Compartilhado com ANTT";"Luiza Franco Suporte";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-17T16:59";"2022-09-17T16:59";"2025-11-05T23:37";"2022-09-17T16:59";"";"";"0";"";"f3c4c0d1-08da-43aa-b561-915dc82f9026";"X";"Monitoração 0 (Inicial)";"Amarela";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"";"";"";"Bom";"Bom";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"599.8";"SV 116 RJ 129+892 N 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aço";"";"";"0.15";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"001d24bf-454b-4e96-be76-dc2186439600";"https://app.kartado.com.br/#/SharedLink/Reporting/001d24bf-454b-4e96-be76-dc2186439600/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.03156";"BR-116/RJ";"131.57";"131.574";"-22.65663657";"-43.12849795";"Monitoração de EPS - Defensas Metálicas";"4";"";"0.75";"Dispositivo";"";"";"";"Sul";"Monitoração";"Executado";"Compartilhado com ANTT";"Luan Poletti";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-06T18:03";"2024-09-06T18:03";"2025-11-05T23:37";"2024-09-06T18:03";"DEFENSA METÁLICA - BR-116-RJ";"";"0";"";"ca3b61cb-df90-438f-8dc6-29209a520808";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"false";"";"";"";"";"";"false";"true";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"Atendido";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"DM 116 RJ 131+570 S 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"001d8779-fab6-4d01-804c-395201bc1928";"https://app.kartado.com.br/#/SharedLink/Reporting/001d8779-fab6-4d01-804c-395201bc1928/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.75173";"BR-116/RJ";"102.42";"102.42";"-22.49831949815709";"-42.99995220174534";"Monitoração de Sinalização Vertical";"";"13";"2";"Não se aplica";"";"";"";"Sul";"Monitoração";"Executado";"Compartilhado com ANTT";"Lucas Pereira Luiz";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-17T18:09";"2023-09-17T18:09";"2025-11-05T23:37";"2023-09-17T18:09";"Arquivo: SA - BR-116-RJ - SUL | Descrição: APOIO OPERACIONAL";"";"0";"";"39b805ef-4409-4829-b404-99935cc5220b";"III";"Monitoração 1";"Verde";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"666.2";"0";"0";"Aprovado";"";"";"";"";"";"";"";"26";"Bom";"Bom";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"196";"SA 116 RJ 102+420 S 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Apoio Operacional";"ACM";"";"";"";"";"Metálico";"";"";"";"";"";"";"";"";"";"";"";"";""
"001d9a51-5acd-4133-9e44-9ca6e928143e";"https://app.kartado.com.br/#/SharedLink/Reporting/001d9a51-5acd-4133-9e44-9ca6e928143e/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.106576";"BR-116/MG";"509.08";"509.08599999999996";"-19.64021557";"-42.10656119";"Monitoração de Sinalização Horizontal - Marcas Viárias";"6";"0.4";"";"Não se aplica";"";"";"";"Sul";"Monitoração";"Executado";"Compartilhado com ANTT";"Lucas Pereira Luiz";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-18T14:53";"2025-09-18T14:53";"2025-11-05T23:37";"2023-09-18T14:53";"Sinalização: LRE";"";"0";"";"49fb9c58-9c4c-49ec-905d-3501a73c608f";"";"Monitoração 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"520.666666666667";"";"";"";"";"2.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SH 116 MG 509+080 S 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";""
"001e54b3-8c89-414c-a12e-0e0d6c49aac5";"https://app.kartado.com.br/#/SharedLink/Reporting/001e54b3-8c89-414c-a12e-0e0d6c49aac5/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.75457";"BR-116/MG";"414.83";"414.83";"-18.887968981748703";"-41.945935449087465";"Monitoração de Sinalização Vertical";"";"2";"2.4";"Não se aplica";"";"";"";"Norte";"Monitoração";"Executado";"Compartilhado com ANTT";"Lucas Pereira Luiz";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-17T18:09";"2023-09-17T18:09";"2025-11-05T23:37";"2023-09-17T18:09";"Arquivo: SV - BR-116-MG - NORTE | Descrição: A-32b Composta";"";"0";"";"1d60d225-214c-4672-b623-d0cdd2bd197a";"III";"Monitoração 1";"Amarela";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"";"";"";"";"";"";"";"";"4.8";"Bom";"Bom";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Aprovado";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"572.8";"SV 116 MG 414+830 N 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Advertência";"Fibra de Vidro";"";"";"";"";"Metálico";"";"";"";"";"";"";"";"";"";"";"";"";""
"001f6cf6-939f-43e9-97aa-b0259ccd21b4";"https://app.kartado.com.br/#/SharedLink/Reporting/001f6cf6-939f-43e9-97aa-b0259ccd21b4/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.39842";"BR-493/RJ";"48.25";"48.325";"-22.6714846";"-43.28720155";"Monitoração de EPS - Defensas Metálicas";"75";"";"0.8";"Não se aplica";"";"";"";"Sul";"Monitoração";"Executado";"Compartilhado com ANTT";"Lucas Pereira Luiz";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-16T17:24";"2023-09-16T17:24";"2025-11-05T23:37";"2023-09-16T17:24";"";"";"0";"";"43efdc12-b368-4556-a800-ead5be9e419b";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"false";"false";"";"false";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"DM 493 RJ 048+250 S 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"001f88eb-3135-43f6-ad35-76da61225876";"https://app.kartado.com.br/#/SharedLink/Reporting/001f88eb-3135-43f6-ad35-76da61225876/show?company=b9e4cd95-cb76-4dae-88e2-fd76c9a08110";"ERM-MONI-2025.131527";"BR-116/MG";"676";"676";"-20.91509488";"-42.34616856";"Monitoração de Pavimento Flexível";"";"";"";"Não se aplica";"";"";"";"Crescente";"Monitoração";"Executado";"Compartilhado com ANTT";"Vidal Valério";"";"Ecovias Rio Minas";"Ecovias Rio Minas";"";"2025-09-18T18:34";"2023-09-18T18:34";"2025-11-05T23:38";"2023-09-18T18:34";"Relatório Dc: RT_ECRM_IGG_BR-116 MG | Relatório IRI: RT_ECRM_IRI_BR-116 MG | Relatório trincamento: RT_ECRM_Condições de Superfície_BR-116 MG | Relatório ATR: RT_ECRM_Condições de Superfície_BR-116 MG | Relatório IGG: RT_ECRM_IGG_BR-116 MG | Relatório VRD:  | Relatório HS: ";"";"0";"";"07125f67-9f9c-4135-b823-cc544349a8e7";"";"Monitoração 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"BR-116/MG676CF1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
